id,user_id,sku_id,cart_price,sku_num,img_url,sku_name,is_checked,create_time,operate_time,is_ordered,order_time,source_type,source_id,dt
30950,86,29,69.00,6,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30951,111,20,2899.00,3,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-10 11:05:17,,1,2023-06-08 11:05:18,2401,,2020-06-14
30954,111,11,8197.00,1,,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,,2020-06-10 11:05:17,,1,2023-06-08 11:08:34,2401,,2020-06-14
30955,111,10,8197.00,2,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-10 11:05:17,,1,2023-06-08 11:08:34,2404,1,2020-06-14
30959,116,25,23.00,3,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2403,,2020-06-14
30961,116,21,3299.00,1,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2404,2,2020-06-14
30962,116,7,1299.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30963,122,24,11.00,3,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30964,122,33,488.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-10 11:05:17,,1,2023-06-08 11:08:34,2402,41,2020-06-14
30965,122,3,5999.00,2,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30966,122,7,1299.00,1,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2401,,2020-06-14
30967,126,3,5999.00,3,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2402,18,2020-06-14
30968,126,26,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-10 11:05:17,,1,2023-06-08 11:08:55,2403,,2020-06-14
30969,126,9,8197.00,1,,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,,2020-06-10 11:05:17,,1,2023-06-08 11:08:55,2401,,2020-06-14
30971,126,28,129.00,4,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2402,74,2020-06-14
30972,126,4,999.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-10 11:05:17,,1,2023-06-08 11:08:55,2401,,2020-06-14
30973,126,12,9197.00,3,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2402,17,2020-06-14
30974,126,1,5999.00,3,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-10 11:05:17,,1,2023-06-08 11:08:55,2401,,2020-06-14
30975,127,22,39.00,1,,十月稻田 长粒香大米 东北大米 东北香米 5kg,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2401,,2020-06-14
30976,127,9,8197.00,2,,Apple iPhone 12 (A2404) 64GB 红色 支持移动联通电信5G 双卡双待手机,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2403,,2020-06-14
30977,127,13,4188.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2401,,2020-06-14
30978,150,34,3927.00,3,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-10 11:05:17,,1,2023-06-08 11:05:18,2404,2,2020-06-14
30979,150,5,999.00,5,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-10 11:05:17,,1,2023-06-08 11:08:34,2404,1,2020-06-14
30980,150,4,999.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-10 11:05:17,,1,2023-06-08 11:08:34,2401,,2020-06-14
30981,155,24,11.00,1,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2401,,2020-06-14
30982,163,22,39.00,3,,十月稻田 长粒香大米 东北大米 东北香米 5kg,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30983,163,5,999.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2401,,2020-06-14
30984,163,32,300.00,2,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30985,163,1,5999.00,3,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-10 11:05:17,,0,,2401,,2020-06-14
30986,163,20,2899.00,3,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2401,,2020-06-14
30987,163,24,11.00,2,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-10 11:05:17,,1,2023-06-08 11:07:56,2404,2,2020-06-14
30988,193,29,69.00,2,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M01醉蔷薇,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2401,,2020-06-14
30989,193,23,40.00,4,,十月稻田 辽河长粒香 东北大米 5kg,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2401,,2020-06-14
30990,193,26,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-10 11:05:17,,1,2023-06-08 11:07:29,2403,,2020-06-14
30991,16,20,2899.00,2,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
30992,16,30,69.00,2,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M02干玫瑰,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
30993,16,15,4488.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,,2020-06-11 11:07:28,,1,2023-06-08 11:07:29,2401,,2020-06-14
30994,16,6,1299.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
30995,16,32,300.00,3,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
30996,16,16,4488.00,1,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
30997,16,18,9199.00,1,,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
30998,21,30,69.00,3,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M02干玫瑰,,2020-06-11 11:07:28,,1,2023-06-08 11:08:55,2401,,2020-06-14
30999,21,1,5999.00,3,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:55,2401,,2020-06-14
31000,21,21,3299.00,2,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-11 11:07:28,,1,2023-06-08 11:07:29,2403,,2020-06-14
31001,21,15,4488.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB冰霜银全网通5G手机,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31002,21,26,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-11 11:07:28,,1,2023-06-08 11:07:29,2404,2,2020-06-14
31003,42,20,2899.00,2,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31004,42,6,1299.00,3,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 冰雾白 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31005,42,5,999.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31006,42,34,3927.00,2,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31007,47,17,6699.00,2,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31008,47,33,488.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2402,53,2020-06-14
31009,47,25,23.00,3,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31010,52,13,4188.00,1,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB亮黑色全网通5G手机,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31011,52,31,69.00,3,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M03赤茶,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31012,52,27,129.00,3,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z02少女红 活力青春 璀璨金钻哑光唇膏 ,,2020-06-11 11:07:28,,1,2023-06-08 11:08:55,2401,,2020-06-14
31013,53,21,3299.00,1,,小米电视4A 70英寸 4K超高清 HDR 二级能效 2GB+16GB L70M5-4A 内置小爱 智能网络液晶平板教育电视,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2401,,2020-06-14
31014,53,12,9197.00,2,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2402,21,2020-06-14
31015,53,34,3927.00,1,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2401,,2020-06-14
31016,56,10,8197.00,3,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31017,56,1,5999.00,1,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 陶瓷黑 游戏手机,,2020-06-11 11:07:28,,1,2023-06-08 11:07:56,2401,,2020-06-14
31018,56,28,129.00,1,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-11 11:07:28,,1,2023-06-08 11:07:56,2401,,2020-06-14
31019,59,28,129.00,1,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Z03女王红 性感冷艳 璀璨金钻哑光唇膏 ,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31020,59,17,6699.00,3,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2401,,2020-06-14
31021,59,32,300.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 5号淡香水35ml,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2401,,2020-06-14
31022,59,10,8197.00,1,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2402,11,2020-06-14
31023,59,24,11.00,3,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2401,,2020-06-14
31024,59,34,3927.00,2,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31025,59,12,9197.00,2,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2403,,2020-06-14
31026,69,22,39.00,2,,十月稻田 长粒香大米 东北大米 东北香米 5kg,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31027,69,7,1299.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31028,69,12,9197.00,3,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31029,69,20,2899.00,1,,小米电视E65X 65英寸 全面屏 4K超高清HDR 蓝牙遥控内置小爱 2+8GB AI人工智能液晶网络平板电视 L65M5-EA,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31030,69,33,488.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31031,69,34,3927.00,1,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31032,71,16,4488.00,2,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 8GB+128GB亮黑色全网通5G手机,,2020-06-11 11:07:28,,1,2023-06-08 11:07:56,2404,1,2020-06-14
31033,71,26,129.00,2,,索芙特i-Softto 口红不掉色唇膏保湿滋润 璀璨金钻哑光唇膏 Y01复古红 百搭气质 璀璨金钻哑光唇膏 ,,2020-06-11 11:07:28,,1,2023-06-08 11:07:56,2402,58,2020-06-14
31034,71,14,4188.00,3,,华为 HUAWEI P40 麒麟990 5G SoC芯片 5000万超感知徕卡三摄 30倍数字变焦 6GB+128GB冰霜银全网通5G手机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31035,71,5,999.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2404,2,2020-06-14
31036,71,12,9197.00,2,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2402,22,2020-06-14
31037,71,18,9199.00,2,,TCL 75Q10 75英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2401,,2020-06-14
31038,71,19,11999.00,1,,TCL 85Q6 85英寸 巨幕私人影院电视 4K超高清 AI智慧屏 全景全面屏 MEMC运动防抖 2+16GB 液晶平板电视机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:34,2404,2,2020-06-14
31039,86,2,6999.00,3,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 12GB+256GB 陶瓷黑 游戏手机,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31040,86,17,6699.00,2,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-11 11:07:28,,0,,2404,1,2020-06-14
31041,86,24,11.00,3,,金沙河面条 原味银丝挂面 龙须面 方便速食拉面 清汤面 900g,,2020-06-11 11:07:28,,0,,2402,24,2020-06-14
31042,86,12,9197.00,3,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2402,34,2020-06-14
31043,91,34,3927.00,3,,华为智慧屏V55i-J 55英寸 HEGE-550B 4K全面屏智能电视机 多方视频通话 AI升降摄像头 银钻灰 京品家电,,2020-06-11 11:07:28,,0,,2402,13,2020-06-14
31044,91,33,488.00,1,,香奈儿（Chanel）女士香水5号香水 粉邂逅柔情淡香水EDT 粉邂逅淡香水35ml,,2020-06-11 11:07:28,,1,2023-06-08 11:07:56,2401,,2020-06-14
31045,92,30,69.00,2,,CAREMiLLE珂曼奶油小方口红 雾面滋润保湿持久丝缎唇膏 M02干玫瑰,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31046,92,10,8197.00,1,,Apple iPhone 12 (A2404) 64GB 蓝色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,1,2023-06-08 11:08:16,2404,2,2020-06-14
31047,113,7,1299.00,2,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 8GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31048,113,23,40.00,4,,十月稻田 辽河长粒香 东北大米 5kg,,2020-06-11 11:07:28,,1,2023-06-08 11:08:55,2402,99,2020-06-14
31049,142,3,5999.00,1,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+128GB 透明版 游戏手机,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31050,142,2,6999.00,2,,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 12GB+256GB 陶瓷黑 游戏手机,,2020-06-11 11:07:28,,0,,2404,1,2020-06-14
31051,142,17,6699.00,3,,TCL 65Q10 65英寸 QLED原色量子点电视 安桥音响 AI声控智慧屏 超薄全面屏 MEMC防抖 3+32GB 平板电视,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31052,142,11,8197.00,1,,Apple iPhone 12 (A2404) 64GB 白色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2404,2,2020-06-14
31053,142,5,999.00,1,,Redmi 10X 4G Helio G85游戏芯 4800万超清四摄 5020mAh大电量 小孔全面屏 128GB大存储 4GB+128GB 明月灰 游戏智能手机 小米 红米,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31054,142,12,9197.00,3,,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
31056,155,25,23.00,1,,金沙河面条 银丝挂面900g*3包 爽滑 细面条 龙须面 速食面,,2020-06-11 11:07:28,,0,,2401,,2020-06-14
