id,coupon_id,user_id,order_id,date_id,order_time,dt
46213,3,16,4945,2020-06-13,2020-06-13 11:08:15,2020-06-13
46283,3,86,4944,2020-06-13,2020-06-13 11:08:15,2020-06-13
46295,3,98,4955,2020-06-13,2020-06-13 11:08:15,2020-06-13
46422,2,25,4954,2020-06-13,2020-06-13 11:08:15,2020-06-13
46506,3,9,4963,2020-06-13,2020-06-13 11:08:15,2020-06-13
46513,3,16,4945,2020-06-13,2020-06-13 11:08:15,2020-06-13
46583,3,86,4944,2020-06-13,2020-06-13 11:08:15,2020-06-13
46595,3,98,4955,2020-06-13,2020-06-13 11:08:15,2020-06-13
46722,2,25,4954,2020-06-13,2020-06-13 11:08:15,2020-06-13
46806,3,9,4963,2020-06-13,2020-06-13 11:08:15,2020-06-13
46813,3,16,4945,2020-06-13,2020-06-13 11:08:15,2020-06-13
46883,3,86,4944,2020-06-13,2020-06-13 11:08:15,2020-06-13
46895,3,98,4955,2020-06-13,2020-06-13 11:08:15,2020-06-13
48683,3,86,6876,2020-06-14,2020-06-14 17:23:17,2020-06-14
48983,3,86,6876,2020-06-14,2020-06-14 17:23:17,2020-06-14
49283,3,86,6876,2020-06-14,2020-06-14 17:23:17,2020-06-14
49583,3,86,6876,2020-06-14,2020-06-14 17:23:17,2020-06-14
49883,3,86,6876,2020-06-14,2020-06-14 17:23:17,2020-06-14
50183,3,86,6876,2020-06-14,2020-06-14 17:23:17,2020-06-14
48656,3,59,6877,2020-06-14,2020-06-14 17:23:17,2020-06-14
48956,3,59,6877,2020-06-14,2020-06-14 17:23:17,2020-06-14
49256,3,59,6877,2020-06-14,2020-06-14 17:23:17,2020-06-14
49556,3,59,6877,2020-06-14,2020-06-14 17:23:17,2020-06-14
49856,3,59,6877,2020-06-14,2020-06-14 17:23:17,2020-06-14
50156,3,59,6877,2020-06-14,2020-06-14 17:23:17,2020-06-14
46868,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
47168,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
47468,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
47768,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
48068,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
48368,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
48668,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
48968,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
49268,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
49568,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
49868,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
50168,3,71,6878,2020-06-14,2020-06-14 17:23:17,2020-06-14
48908,3,11,6925,2020-06-14,2020-06-14 17:23:17,2020-06-14
49208,3,11,6925,2020-06-14,2020-06-14 17:23:17,2020-06-14
49508,3,11,6925,2020-06-14,2020-06-14 17:23:17,2020-06-14
49808,3,11,6925,2020-06-14,2020-06-14 17:23:17,2020-06-14
50108,3,11,6925,2020-06-14,2020-06-14 17:23:17,2020-06-14
45922,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
46222,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
46522,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
46822,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
47122,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
47422,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
47722,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
48022,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
48322,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
48622,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
48922,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
49222,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
49522,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
49822,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
50122,3,25,6926,2020-06-14,2020-06-14 17:23:17,2020-06-14
45992,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
46292,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
46592,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
46892,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
47192,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
47492,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
47792,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
48092,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
48392,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
48692,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
48992,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
49292,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
49592,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
49892,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
50192,3,95,6949,2020-06-14,2020-06-14 17:23:17,2020-06-14
49271,3,74,6984,2020-06-14,2020-06-14 17:23:17,2020-06-14
49571,3,74,6984,2020-06-14,2020-06-14 17:23:17,2020-06-14
49871,3,74,6984,2020-06-14,2020-06-14 17:23:17,2020-06-14
50171,3,74,6984,2020-06-14,2020-06-14 17:23:17,2020-06-14
45930,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
46230,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
46530,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
46830,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
47130,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
47430,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
47730,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
48030,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
48330,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
48630,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
48930,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
49230,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
49530,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
49830,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
50130,3,33,7015,2020-06-14,2020-06-14 17:23:17,2020-06-14
49237,3,40,7074,2020-06-14,2020-06-14 17:23:17,2020-06-14
49537,3,40,7074,2020-06-14,2020-06-14 17:23:17,2020-06-14
49837,3,40,7074,2020-06-14,2020-06-14 17:23:17,2020-06-14
50137,3,40,7074,2020-06-14,2020-06-14 17:23:17,2020-06-14
50165,3,68,7075,2020-06-14,2020-06-14 17:23:17,2020-06-14
45915,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
46215,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
46515,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
46815,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
47115,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
47415,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
47715,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
48015,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
48315,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
48615,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
48915,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
49215,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
49515,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
49815,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
50115,3,18,7114,2020-06-14,2020-06-14 17:23:17,2020-06-14
45706,1,9,5059,2020-06-15,2020-06-15 11:08:54,2020-06-15
45825,2,28,5045,2020-06-15,2020-06-15 11:08:54,2020-06-15
45920,3,23,5035,2020-06-15,2020-06-15 11:08:54,2020-06-15
45949,3,52,5039,2020-06-15,2020-06-15 11:08:54,2020-06-15
45965,3,68,5089,2020-06-15,2020-06-15 11:08:54,2020-06-15
46006,1,9,5059,2020-06-15,2020-06-15 11:08:54,2020-06-15
46125,2,28,5045,2020-06-15,2020-06-15 11:08:54,2020-06-15
46220,3,23,5035,2020-06-15,2020-06-15 11:08:54,2020-06-15
46249,3,52,5039,2020-06-15,2020-06-15 11:08:54,2020-06-15
46265,3,68,5089,2020-06-15,2020-06-15 11:08:54,2020-06-15
46306,1,9,5059,2020-06-15,2020-06-15 11:08:54,2020-06-15
46425,2,28,5045,2020-06-15,2020-06-15 11:08:54,2020-06-15
46518,3,21,5038,2020-06-15,2020-06-15 11:08:54,2020-06-15
46520,3,23,5035,2020-06-15,2020-06-15 11:08:54,2020-06-15
46549,3,52,5039,2020-06-15,2020-06-15 11:08:54,2020-06-15
46565,3,68,5089,2020-06-15,2020-06-15 11:08:54,2020-06-15
46606,1,9,5059,2020-06-15,2020-06-15 11:08:54,2020-06-15
46725,2,28,5045,2020-06-15,2020-06-15 11:08:54,2020-06-15
46807,3,10,5044,2020-06-15,2020-06-15 11:08:54,2020-06-15
46818,3,21,5038,2020-06-15,2020-06-15 11:08:54,2020-06-15
46820,3,23,5035,2020-06-15,2020-06-15 11:08:54,2020-06-15
46849,3,52,5039,2020-06-15,2020-06-15 11:08:54,2020-06-15
46865,3,68,5089,2020-06-15,2020-06-15 11:08:54,2020-06-15
46906,1,9,5059,2020-06-15,2020-06-15 11:08:54,2020-06-15
47025,2,28,5045,2020-06-15,2020-06-15 11:08:54,2020-06-15
47107,3,10,5044,2020-06-15,2020-06-15 11:08:54,2020-06-15
47118,3,21,5038,2020-06-15,2020-06-15 11:08:54,2020-06-15
47120,3,23,5035,2020-06-15,2020-06-15 11:08:54,2020-06-15
47149,3,52,5039,2020-06-15,2020-06-15 11:08:54,2020-06-15
47165,3,68,5089,2020-06-15,2020-06-15 11:08:54,2020-06-15
47206,1,9,5059,2020-06-15,2020-06-15 11:08:54,2020-06-15
47325,2,28,5045,2020-06-15,2020-06-15 11:08:54,2020-06-15
47407,3,10,5044,2020-06-15,2020-06-15 11:08:54,2020-06-15
47418,3,21,5038,2020-06-15,2020-06-15 11:08:54,2020-06-15
47420,3,23,5035,2020-06-15,2020-06-15 11:08:54,2020-06-15
47449,3,52,5039,2020-06-15,2020-06-15 11:08:54,2020-06-15
47465,3,68,5089,2020-06-15,2020-06-15 11:08:54,2020-06-15
