province_id,brand,channel,is_new,model,mid_id,operate_system,user_id,version_code,during_time,page_item,page_item_type,last_page_id,page_id,source_type,action_id,action_item,action_item_type,date_id,action_time,dt
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,6646,10,sku_id,login,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
1,Xiaomi,web,0,Xiaomi 9,mid_370573,Android 11.0,775,v2.1.134,16268,,,good_detail,cart,,cart_remove,27,sku_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
6,iPhone,Appstore,1,iPhone 8,mid_646743,iOS 13.2.9,284,v2.1.134,11053,21,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:01,2020-06-14
26,Xiaomi,oppo,1,Xiaomi 10 Pro ,mid_788907,Android 11.0,192,v2.1.111,12418,26,sku_id,home,good_detail,query,favor_add,26,sku_id,2020-06-14,2020-06-14 10:58:00,2020-06-14
26,Xiaomi,oppo,1,Xiaomi 10 Pro ,mid_788907,Android 11.0,192,v2.1.111,12418,26,sku_id,home,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
15,iPhone,Appstore,1,iPhone Xs Max,mid_329671,iOS 13.3.1,83,v2.1.134,3198,23,sku_id,register,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
15,iPhone,Appstore,1,iPhone Xs Max,mid_329671,iOS 13.3.1,83,v2.1.134,2180,,,good_detail,cart,,cart_add_num,25,sku_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
15,iPhone,Appstore,1,iPhone Xs Max,mid_329671,iOS 13.3.1,83,v2.1.134,16334,"33,9,27",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:11,2020-06-14
15,Xiaomi,web,1,Xiaomi 10 Pro ,mid_388995,Android 10.0,491,v2.1.132,17493,6,sku_id,login,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_590512,Android 11.0,11,v2.1.134,2821,18,sku_id,home,good_detail,activity,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:57:57,2020-06-14
26,Xiaomi,vivo,0,Xiaomi 10 Pro ,mid_856214,Android 11.0,326,v2.1.134,1420,27,sku_id,register,good_detail,query,cart_add,27,sku_id,2020-06-14,2020-06-14 10:58:01,2020-06-14
26,Xiaomi,vivo,0,Xiaomi 10 Pro ,mid_856214,Android 11.0,326,v2.1.134,1420,27,sku_id,register,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:01,2020-06-14
6,iPhone,Appstore,1,iPhone 8,mid_905613,iOS 13.2.3,711,v2.1.134,15157,26,sku_id,good_list,good_detail,promotion,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
6,iPhone,Appstore,1,iPhone 8,mid_905613,iOS 13.2.3,711,v2.1.134,7846,29,sku_id,register,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
12,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_698558,Android 10.0,572,v2.1.134,14653,16,sku_id,good_list,good_detail,query,cart_add,16,sku_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
12,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_698558,Android 10.0,572,v2.1.134,14653,16,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
12,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_698558,Android 10.0,572,v2.1.134,14845,,,good_detail,cart,,cart_add_num,21,sku_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
12,Xiaomi,xiaomi,0,Xiaomi Mix2 ,mid_698558,Android 10.0,572,v2.1.134,14845,,,good_detail,cart,,cart_remove,12,sku_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
6,Oneplus,huawei,1,Oneplus 7,mid_975242,Android 11.0,265,v2.1.134,8340,15,sku_id,good_list,good_detail,query,cart_add,15,sku_id,2020-06-14,2020-06-14 10:58:01,2020-06-14
6,Oneplus,huawei,1,Oneplus 7,mid_975242,Android 11.0,265,v2.1.134,8340,15,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
6,Oneplus,huawei,1,Oneplus 7,mid_975242,Android 11.0,265,v2.1.134,17378,3,sku_id,register,good_detail,activity,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
26,Redmi,xiaomi,1,Redmi k30,mid_705336,Android 11.0,121,v2.1.132,4560,12,sku_id,home,good_detail,query,favor_add,12,sku_id,2020-06-14,2020-06-14 10:57:58,2020-06-14
26,Redmi,xiaomi,1,Redmi k30,mid_705336,Android 11.0,121,v2.1.132,4560,12,sku_id,home,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:00,2020-06-14
12,Xiaomi,xiaomi,1,Xiaomi 9,mid_603717,Android 11.0,421,v2.1.134,14632,28,sku_id,home,good_detail,activity,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
1,Sumsung,360,0,Sumsung Galaxy S20,mid_385711,Android 11.0,251,v2.1.134,7948,19,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
1,Sumsung,360,0,Sumsung Galaxy S20,mid_385711,Android 11.0,251,v2.1.134,2567,5,sku_id,login,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
1,Sumsung,360,0,Sumsung Galaxy S20,mid_385711,Android 11.0,251,v2.1.134,8185,,,good_detail,cart,,cart_add_num,16,sku_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
12,iPhone,Appstore,1,iPhone 8,mid_606239,iOS 13.3.1,927,v2.1.134,13037,2,sku_id,good_list,good_detail,query,favor_add,2,sku_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
12,iPhone,Appstore,1,iPhone 8,mid_606239,iOS 13.3.1,927,v2.1.134,13037,2,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
12,iPhone,Appstore,1,iPhone 8,mid_606239,iOS 13.3.1,927,v2.1.134,7888,32,sku_id,register,good_detail,query,favor_add,32,sku_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_865971,Android 11.0,591,v2.1.132,11012,2,sku_id,good_list,good_detail,promotion,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_865971,Android 11.0,591,v2.1.132,15301,25,sku_id,login,good_detail,recommend,favor_add,25,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_865971,Android 11.0,591,v2.1.132,15301,25,sku_id,login,good_detail,recommend,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi 10 Pro ,mid_865971,Android 11.0,591,v2.1.132,6000,11,sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:07,2020-06-14
15,Xiaomi,oppo,1,Xiaomi 9,mid_960931,Android 11.0,754,v2.1.134,9469,8,sku_id,good_list,good_detail,recommend,favor_add,8,sku_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
15,Xiaomi,oppo,1,Xiaomi 9,mid_960931,Android 11.0,754,v2.1.134,9469,8,sku_id,good_list,good_detail,recommend,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
15,Xiaomi,oppo,1,Xiaomi 9,mid_960931,Android 11.0,754,v2.1.134,2540,,,good_detail,cart,,cart_minus_num,2,sku_id,2020-06-14,2020-06-14 10:58:01,2020-06-14
15,Xiaomi,oppo,1,Xiaomi 9,mid_960931,Android 11.0,754,v2.1.134,11416,"20,22,13",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,Xiaomi,wandoujia,0,Xiaomi 10 Pro ,mid_18461,Android 11.0,5,v2.1.134,4276,3,sku_id,home,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:00,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_803497,iOS 13.2.3,567,v2.1.111,12463,6,sku_id,good_list,good_detail,recommend,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_803497,iOS 13.2.3,567,v2.1.111,12463,6,sku_id,good_list,good_detail,recommend,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
6,iPhone,Appstore,1,iPhone X,mid_236937,iOS 13.3.1,929,v2.1.134,17736,14,sku_id,login,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:11,2020-06-14
1,iPhone,Appstore,0,iPhone 8,mid_878024,iOS 13.2.9,865,v2.1.134,11795,21,sku_id,home,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
1,iPhone,Appstore,1,iPhone Xs,mid_687994,iOS 13.2.9,496,v2.1.134,17108,33,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,7679,8,sku_id,good_list,good_detail,query,cart_add,8,sku_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,7679,8,sku_id,good_list,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_354106,Android 11.0,951,v2.1.134,5057,15,sku_id,register,good_detail,activity,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,18451,33,sku_id,good_list,good_detail,activity,favor_add,33,sku_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
24,Xiaomi,xiaomi,0,Xiaomi 10 Pro ,mid_347093,Android 11.0,838,v2.1.134,12177,31,sku_id,register,good_detail,query,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
26,iPhone,Appstore,0,iPhone Xs,mid_21411,iOS 13.2.3,666,v2.0.1,17843,6,sku_id,login,good_detail,promotion,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
26,iPhone,Appstore,0,iPhone Xs,mid_21411,iOS 13.2.3,666,v2.0.1,17843,6,sku_id,login,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
1,Huawei,oppo,1,Huawei Mate 30,mid_56429,Android 11.0,880,v2.1.134,2928,26,sku_id,orders_unpaid,good_detail,recommend,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:02,2020-06-14
1,Huawei,oppo,1,Huawei Mate 30,mid_56429,Android 11.0,880,v2.1.134,10916,"21,22,8",sku_ids,comment,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:09,2020-06-14
1,Xiaomi,oppo,0,Xiaomi Mix2 ,mid_72753,Android 11.0,937,v2.1.134,18135,25,sku_id,good_list,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
1,Xiaomi,oppo,0,Xiaomi Mix2 ,mid_72753,Android 11.0,937,v2.1.134,9110,11,sku_id,register,good_detail,activity,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
26,iPhone,Appstore,1,iPhone X,mid_120670,iOS 13.2.9,923,v2.1.134,7579,,,good_detail,cart,,cart_minus_num,28,sku_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
26,iPhone,Appstore,1,iPhone X,mid_120670,iOS 13.2.9,923,v2.1.134,6373,"24,14",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:06,2020-06-14
6,iPhone,Appstore,0,iPhone Xs Max,mid_432871,iOS 13.2.9,557,v2.1.134,14692,13,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:09,2020-06-14
6,iPhone,Appstore,0,iPhone Xs Max,mid_432871,iOS 13.2.9,557,v2.1.134,5857,16,sku_id,register,good_detail,recommend,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
26,vivo,xiaomi,0,vivo iqoo3,mid_605838,Android 11.0,784,v2.1.132,4705,21,sku_id,good_list,good_detail,activity,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
26,vivo,xiaomi,0,vivo iqoo3,mid_605838,Android 11.0,784,v2.1.132,3818,,,good_detail,cart,,cart_minus_num,15,sku_id,2020-06-14,2020-06-14 10:58:03,2020-06-14
26,vivo,xiaomi,0,vivo iqoo3,mid_605838,Android 11.0,784,v2.1.132,3818,,,good_detail,cart,,cart_remove,27,sku_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
6,Huawei,xiaomi,0,Huawei P30,mid_217502,Android 11.0,547,v2.1.134,15857,18,sku_id,orders_unpaid,good_detail,promotion,favor_add,18,sku_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
6,Huawei,xiaomi,0,Huawei P30,mid_217502,Android 11.0,547,v2.1.134,15857,18,sku_id,orders_unpaid,good_detail,promotion,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
12,iPhone,Appstore,1,iPhone X,mid_759465,iOS 13.3.1,635,v2.1.134,7705,6,sku_id,orders_unpaid,good_detail,promotion,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
12,iPhone,Appstore,1,iPhone X,mid_759465,iOS 13.3.1,635,v2.1.134,7705,6,sku_id,orders_unpaid,good_detail,promotion,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:07,2020-06-14
6,Xiaomi,wandoujia,0,Xiaomi 10 Pro ,mid_54840,Android 11.0,833,v2.1.132,16863,6,sku_id,orders_unpaid,good_detail,query,favor_add,6,sku_id,2020-06-14,2020-06-14 10:58:08,2020-06-14
6,Xiaomi,wandoujia,0,Xiaomi 10 Pro ,mid_54840,Android 11.0,833,v2.1.132,16863,6,sku_id,orders_unpaid,good_detail,query,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:14,2020-06-14
26,vivo,xiaomi,0,vivo iqoo3,mid_174122,Android 11.0,443,v2.1.134,7193,14,sku_id,home,good_detail,promotion,favor_add,14,sku_id,2020-06-14,2020-06-14 10:58:04,2020-06-14
26,iPhone,Appstore,0,iPhone Xs Max,mid_544380,iOS 13.3.1,288,v2.1.134,10777,32,sku_id,home,good_detail,recommend,get_coupon,1,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
24,iPhone,Appstore,1,iPhone Xs Max,mid_547535,iOS 13.3.1,465,v2.1.134,6087,34,sku_id,orders_unpaid,good_detail,activity,get_coupon,2,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
26,vivo,huawei,0,vivo iqoo3,mid_591908,Android 11.0,480,v2.1.134,10544,30,sku_id,home,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,Xiaomi,wandoujia,0,Xiaomi Mix2 ,mid_812468,Android 11.0,230,v2.0.1,3711,24,sku_id,good_list,good_detail,query,favor_add,24,sku_id,2020-06-14,2020-06-14 10:58:05,2020-06-14
1,Xiaomi,wandoujia,0,Xiaomi Mix2 ,mid_812468,Android 11.0,230,v2.0.1,3711,24,sku_id,good_list,good_detail,query,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:06,2020-06-14
1,Xiaomi,wandoujia,0,Xiaomi Mix2 ,mid_812468,Android 11.0,230,v2.0.1,10468,8,sku_id,register,good_detail,recommend,get_coupon,3,coupon_id,2020-06-14,2020-06-14 10:58:12,2020-06-14
1,Xiaomi,wandoujia,0,Xiaomi Mix2 ,mid_812468,Android 11.0,230,v2.0.1,5663,,,good_detail,cart,,cart_remove,3,sku_id,2020-06-14,2020-06-14 10:58:10,2020-06-14
1,Xiaomi,wandoujia,0,Xiaomi Mix2 ,mid_812468,Android 11.0,230,v2.0.1,6949,"16,9,11",sku_ids,cart,trade,,trade_add_address,,,2020-06-14,2020-06-14 10:58:12,2020-06-14
