id,user_id,sku_id,order_id,date_id,create_time,appraise_code,appraise_name,dt
1666643277691273218,501,26,4959,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277691273219,329,18,4959,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277691273220,7,25,4959,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277695467522,668,19,4965,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277695467523,541,11,4965,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277695467524,445,17,4965,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277695467525,726,19,4968,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277695467526,438,4,4968,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277695467527,338,21,4972,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277695467528,430,4,4972,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277695467529,694,24,4973,2020-06-13,2020-06-13 11:08:16,1201,好评,2020-06-13
1666643277699661826,656,8,4974,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277699661827,381,24,4974,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277699661828,275,27,4975,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277699661829,56,31,4975,2020-06-13,2020-06-13 11:08:16,1204,自动,2020-06-13
1666643277699661830,31,32,4975,2020-06-13,2020-06-13 11:08:16,1203,差评,2020-06-13
1666737708490661890,2734,28,5017,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708490661891,2872,23,5017,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708490661892,1870,17,5017,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708490661893,2156,8,5017,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708490661894,1629,2,5145,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708490661895,1317,6,5183,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708490661896,2423,25,5198,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708490661897,1453,32,5198,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708507439105,2746,7,5198,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708507439106,1706,6,5213,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708507439107,2322,10,5213,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708507439108,2160,29,5213,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708507439109,2725,17,5213,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708507439110,585,22,5233,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708507439111,2361,26,5233,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708507439112,2632,18,5233,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708511633410,2985,32,5278,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708511633411,1321,2,5278,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708511633412,2520,23,5278,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708511633413,748,30,5278,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708511633414,508,6,5278,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708511633415,2025,11,5292,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708511633416,2186,15,5304,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708511633417,1643,7,5304,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708511633418,1347,31,5309,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708515827713,922,24,5326,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708515827714,147,3,5382,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708515827715,433,13,5382,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708515827716,627,23,5393,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708515827717,1170,32,5393,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708515827718,1372,33,5393,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708515827719,2787,1,5397,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708515827720,2098,35,5397,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708515827721,8,5,5397,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708515827722,540,14,5397,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708515827723,133,33,5403,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708515827724,633,15,5403,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708515827725,1009,31,5403,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708520022018,1410,4,5411,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708520022019,1762,25,5411,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708520022020,896,29,5411,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708520022021,2755,33,5411,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708520022022,869,1,5424,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708520022023,2216,14,5424,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708520022024,907,8,5436,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708520022025,2601,6,5436,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708524216321,2549,34,5436,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708524216322,520,32,5436,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708524216323,1232,21,5442,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708524216324,1648,30,5464,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708524216325,2362,4,5531,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708524216326,542,34,5531,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708524216327,1509,22,5531,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708524216328,1339,32,5531,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708524216329,553,17,5531,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708524216330,11,18,5531,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708524216331,1013,6,5545,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708524216332,1618,32,5545,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708528410625,273,2,5545,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708528410626,1307,28,5545,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708528410627,2348,26,5600,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708528410628,747,27,5600,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708528410629,1070,32,5600,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708528410630,450,7,5600,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708528410631,1895,3,5610,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708532604929,2283,29,5610,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708532604930,1081,11,5610,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708532604931,1638,4,5629,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708532604932,2266,2,5660,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708532604933,1524,17,5662,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708532604934,856,32,5662,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708532604935,2228,29,5675,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708532604936,849,3,5679,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708532604937,1132,10,5679,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708532604938,2879,27,5679,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708532604939,323,18,5679,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708532604940,2630,33,5679,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708532604941,2237,26,5679,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708532604942,438,19,5704,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799233,2271,12,5704,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708536799234,1036,23,5704,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708536799235,2116,28,5704,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799236,2994,25,5717,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708536799237,1235,19,5750,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799238,1991,2,5750,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708536799239,2087,17,5750,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799240,2393,23,5750,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708536799241,1584,22,5760,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799242,2333,26,5760,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708536799243,2248,32,5760,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799244,1060,15,5760,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708536799245,1039,17,5760,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799246,1871,14,5780,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708536799247,1887,35,5780,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799248,242,7,5780,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799249,1387,28,5780,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708536799250,42,18,5780,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708536799251,274,1,5780,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708536799252,659,24,5813,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708540993537,514,31,5813,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268226,2783,30,5814,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268227,2326,14,5814,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268228,2423,11,5814,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268229,1427,32,5814,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708633268230,659,7,5814,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268231,2947,17,5814,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708633268232,1901,19,5814,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268233,2365,13,5814,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268234,2376,12,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708633268235,876,28,5818,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708637462530,2027,18,5818,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708637462531,1464,9,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462532,161,17,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462533,47,20,5818,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708637462534,2102,34,5818,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708637462535,2594,10,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462536,372,6,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462537,1855,3,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462538,985,2,5818,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462539,2138,23,5819,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462540,2545,29,5819,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462541,162,2,5819,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462542,321,19,5823,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462543,792,3,5823,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462544,2786,25,5823,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462545,758,28,5827,2020-06-14,2020-06-14 17:23:30,1203,差评,2020-06-14
1666737708637462546,1359,1,5827,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462547,1872,35,5827,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708637462548,759,14,5827,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708637462549,347,29,5827,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708641656833,802,34,5827,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708641656834,2278,26,5832,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708641656835,1782,12,5832,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
1666737708641656836,2621,2,5832,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708641656837,1705,6,5834,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708641656838,1021,5,5834,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708641656839,1196,23,5834,2020-06-14,2020-06-14 17:23:30,1204,自动,2020-06-14
1666737708641656840,1486,3,5843,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708641656841,2137,33,5843,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708641656842,2515,14,5843,2020-06-14,2020-06-14 17:23:30,1201,好评,2020-06-14
1666737708641656843,2429,1,5866,2020-06-14,2020-06-14 17:23:30,1202,中评,2020-06-14
