province_id,brand,channel,is_new,model,mid_id,operate_system,user_id,version_code,during_time,page_item,page_item_type,last_page_id,page_id,source_type,date_id,display_time,display_type,display_item,display_item_type,display_order,display_pos_id,dt
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,9288,,,,home,,2020-06-14,2020-06-14 10:57:52,query,23,sku_id,6,1,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,9288,,,,home,,2020-06-14,2020-06-14 10:57:52,query,32,sku_id,7,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,9288,,,,home,,2020-06-14,2020-06-14 10:57:52,query,25,sku_id,8,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,9288,,,,home,,2020-06-14,2020-06-14 10:57:52,query,9,sku_id,9,3,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,9288,,,,home,,2020-06-14,2020-06-14 10:57:52,query,18,sku_id,10,5,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,9288,,,,home,,2020-06-14,2020-06-14 10:57:52,promotion,1,sku_id,11,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6288,iphone11,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:54,query,17,sku_id,1,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6288,iphone11,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:54,recommend,15,sku_id,2,3,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6288,iphone11,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:54,recommend,11,sku_id,3,2,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6288,iphone11,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:54,query,1,sku_id,4,2,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6288,iphone11,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:54,recommend,7,sku_id,5,2,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,query,20,sku_id,1,1,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,query,8,sku_id,2,1,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,query,11,sku_id,3,3,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,query,6,sku_id,4,2,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,query,12,sku_id,5,1,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,promotion,22,sku_id,6,2,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,promotion,22,sku_id,7,5,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,query,22,sku_id,8,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,6583,8,sku_id,good_list,good_detail,promotion,2020-06-14,2020-06-14 10:57:55,promotion,7,sku_id,9,5,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,promotion,30,sku_id,1,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,promotion,18,sku_id,2,2,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,promotion,32,sku_id,3,5,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,query,17,sku_id,4,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,promotion,35,sku_id,5,5,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,query,7,sku_id,6,1,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,promotion,5,sku_id,7,4,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,query,8,sku_id,8,1,2020-06-14
1,Xiaomi,xiaomi,1,Xiaomi Mix2 ,mid_756104,Android 11.0,443,v2.1.134,7815,23,sku_id,login,good_detail,promotion,2020-06-14,2020-06-14 10:57:57,query,16,sku_id,9,3,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,activity,1,activity_id,1,1,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,activity,1,activity_id,2,1,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,promotion,29,sku_id,3,5,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,query,30,sku_id,4,3,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,promotion,30,sku_id,5,5,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,query,10,sku_id,6,4,2020-06-14
1,Redmi,360,1,Redmi k30,mid_542952,Android 11.0,911,v2.1.134,2372,,,,home,,2020-06-14,2020-06-14 10:57:53,promotion,2,sku_id,7,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,activity,2,activity_id,1,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,promotion,14,sku_id,2,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,query,21,sku_id,3,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,promotion,26,sku_id,4,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,promotion,25,sku_id,5,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,query,3,sku_id,6,3,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,promotion,14,sku_id,7,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,promotion,8,sku_id,8,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,query,3,sku_id,9,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,promotion,13,sku_id,10,3,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,9268,,,,home,,2020-06-14,2020-06-14 10:57:54,query,10,sku_id,11,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,recommend,12,sku_id,1,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,query,8,sku_id,2,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,query,7,sku_id,3,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,recommend,4,sku_id,4,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,query,30,sku_id,5,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,promotion,35,sku_id,6,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,recommend,22,sku_id,7,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,query,22,sku_id,8,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,query,13,sku_id,9,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5507,电视,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:56,query,35,sku_id,10,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,promotion,35,sku_id,1,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,query,23,sku_id,2,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,query,30,sku_id,3,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,promotion,19,sku_id,4,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,query,9,sku_id,5,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,query,17,sku_id,6,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,4617,2,sku_id,good_list,good_detail,query,2020-06-14,2020-06-14 10:57:57,promotion,13,sku_id,7,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,4,sku_id,1,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,20,sku_id,2,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,35,sku_id,3,3,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,16,sku_id,4,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,promotion,3,sku_id,5,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,promotion,15,sku_id,6,1,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,8,sku_id,7,4,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,31,sku_id,8,2,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,query,24,sku_id,9,5,2020-06-14
15,Xiaomi,web,0,Xiaomi 10 Pro ,mid_869416,Android 11.0,467,v2.1.134,5882,3,sku_id,register,good_detail,query,2020-06-14,2020-06-14 10:58:00,recommend,11,sku_id,10,4,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,activity,1,activity_id,1,3,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,19,sku_id,2,5,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,27,sku_id,3,4,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,10,sku_id,4,1,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,21,sku_id,5,4,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,23,sku_id,6,5,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,9,sku_id,7,1,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,promotion,14,sku_id,8,2,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,34,sku_id,9,4,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,3,sku_id,10,4,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,8834,,,,home,,2020-06-14,2020-06-14 10:57:55,query,9,sku_id,11,5,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,18448,29,sku_id,home,good_detail,query,2020-06-14,2020-06-14 10:57:56,query,33,sku_id,1,4,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,18448,29,sku_id,home,good_detail,query,2020-06-14,2020-06-14 10:57:56,promotion,6,sku_id,2,3,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,18448,29,sku_id,home,good_detail,query,2020-06-14,2020-06-14 10:57:56,query,6,sku_id,3,3,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,18448,29,sku_id,home,good_detail,query,2020-06-14,2020-06-14 10:57:56,promotion,33,sku_id,4,1,2020-06-14
26,Sumsung,xiaomi,0,Sumsung Galaxy S20,mid_734067,Android 11.0,923,v2.1.134,18448,29,sku_id,home,good_detail,query,2020-06-14,2020-06-14 10:57:56,query,3,sku_id,5,3,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,activity,1,activity_id,1,2,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,activity,1,activity_id,2,2,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,query,23,sku_id,3,5,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,query,19,sku_id,4,4,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,query,28,sku_id,5,2,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,recommend,30,sku_id,6,1,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,query,12,sku_id,7,2,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,promotion,8,sku_id,8,3,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,query,13,sku_id,9,2,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,promotion,17,sku_id,10,5,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,promotion,25,sku_id,11,1,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,6521,,,,home,,2020-06-14,2020-06-14 10:57:55,query,32,sku_id,12,2,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,28,sku_id,1,4,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,8,sku_id,2,5,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,4,sku_id,3,4,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,24,sku_id,4,1,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,28,sku_id,5,3,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,6,sku_id,6,3,2020-06-14
1,iPhone,Appstore,0,iPhone Xs,mid_6527,iOS 13.3.1,859,v2.1.134,10154,ps5,keyword,search,good_list,,2020-06-14,2020-06-14 10:57:57,query,13,sku_id,7,3,2020-06-14
