id,order_id,user_id,sku_id,province_id,activity_id,activity_rule_id,coupon_id,payment_type_code,payment_type_name,date_id,callback_time,source_id,source_type_code,source_type_name,sku_num,split_original_amount,split_activity_amount,split_coupon_amount,split_payment_amount,dt
13167,4915,116,21,29,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,2,2404,促销活动,1,3299.00,,,3299.00,2020-06-12
13168,4916,126,3,11,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,18,2402,商品推广,2,11998.00,,,11998.00,2020-06-12
13169,4916,126,28,11,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,74,2402,商品推广,1,129.00,,,129.00,2020-06-12
13170,4916,126,4,11,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,2997.00,,,2997.00,2020-06-12
13171,4916,126,12,11,1,2,,1102,微信,2020-06-12,2020-06-12 11:08:16,17,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-12
13171,4916,126,12,11,2,4,,1102,微信,2020-06-12,2020-06-12 11:08:16,17,2402,商品推广,3,27591.00,1200.00,,26391.00,2020-06-12
13172,4916,126,1,11,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,5999.00,,,5999.00,2020-06-12
13176,4918,16,20,21,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,5798.00,,,5798.00,2020-06-12
13177,4918,16,30,21,,,2,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,23.34,114.66,2020-06-12
13177,4918,16,30,21,,,2,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,23.34,114.66,2020-06-12
13177,4918,16,30,21,,,2,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,23.34,114.66,2020-06-12
13178,4918,16,6,21,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,3897.00,,,3897.00,2020-06-12
13179,4919,56,1,31,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,5999.00,,,5999.00,2020-06-12
13180,4919,56,28,31,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,129.00,,23.34,105.66,2020-06-12
13180,4919,56,28,31,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,129.00,,23.34,105.66,2020-06-12
13180,4919,56,28,31,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,129.00,,23.34,105.66,2020-06-12
13181,4920,71,16,14,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,1,2404,促销活动,2,8976.00,,,8976.00,2020-06-12
13182,4920,71,26,14,,,3,1102,微信,2020-06-12,2020-06-12 11:08:16,58,2402,商品推广,2,258.00,,33.34,224.66,2020-06-12
13182,4920,71,26,14,,,3,1102,微信,2020-06-12,2020-06-12 11:08:16,58,2402,商品推广,2,258.00,,33.34,224.66,2020-06-12
13182,4920,71,26,14,,,3,1102,微信,2020-06-12,2020-06-12 11:08:16,58,2402,商品推广,2,258.00,,33.34,224.66,2020-06-12
13183,4920,71,14,14,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,12564.00,,,12564.00,2020-06-12
13184,4920,71,18,14,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,18398.00,,,18398.00,2020-06-12
13185,4921,91,33,24,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,488.00,,,488.00,2020-06-12
13188,4923,10,30,12,3,5,3,1102,微信,2020-06-12,2020-06-12 11:08:16,1,2404,促销活动,3,207.00,21.00,33.34,152.66,2020-06-12
13188,4923,10,30,12,3,5,3,1102,微信,2020-06-12,2020-06-12 11:08:16,1,2404,促销活动,3,207.00,21.00,33.34,152.66,2020-06-12
13188,4923,10,30,12,3,5,3,1102,微信,2020-06-12,2020-06-12 11:08:16,1,2404,促销活动,3,207.00,21.00,33.34,152.66,2020-06-12
13190,4925,20,26,33,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,129.00,,23.34,105.66,2020-06-12
13190,4925,20,26,33,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,129.00,,23.34,105.66,2020-06-12
13190,4925,20,26,33,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,129.00,,23.34,105.66,2020-06-12
13191,4925,20,3,33,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,17997.00,,,17997.00,2020-06-12
13192,4925,20,7,33,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,1,2404,促销活动,3,3897.00,,,3897.00,2020-06-12
13193,4926,84,21,24,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,6598.00,,,6598.00,2020-06-12
13194,4927,98,2,7,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,6999.00,,,6999.00,2020-06-12
13195,4927,98,29,7,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,23.34,114.66,2020-06-12
13195,4927,98,29,7,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,23.34,114.66,2020-06-12
13195,4927,98,29,7,,,2,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,23.34,114.66,2020-06-12
13196,4927,98,16,7,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,8976.00,,,8976.00,2020-06-12
13197,4927,98,33,7,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,488.00,,,488.00,2020-06-12
13198,4928,103,29,21,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,138.00,,,138.00,2020-06-12
13199,4929,156,31,22,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,22,2402,商品推广,2,138.00,,,138.00,2020-06-12
13200,4930,180,1,21,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2403,智能推荐,2,11998.00,,,11998.00,2020-06-12
13201,4930,180,16,21,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,4488.00,,,4488.00,2020-06-12
13202,4930,180,11,21,1,2,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,16394.00,1200.00,,15194.00,2020-06-12
13202,4930,180,11,21,2,4,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,16394.00,1200.00,,15194.00,2020-06-12
13203,4931,197,14,20,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,76,2402,商品推广,2,8376.00,,,8376.00,2020-06-12
13204,4931,197,7,20,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,48,2402,商品推广,3,3897.00,,,3897.00,2020-06-12
13208,4933,324,5,21,,,,1103,银联,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,1998.00,,,1998.00,2020-06-12
13209,4933,324,27,21,3,5,,1103,银联,2020-06-12,2020-06-12 11:08:16,91,2402,商品推广,3,387.00,39.00,,348.00,2020-06-12
13210,4934,355,22,13,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,39.00,,,39.00,2020-06-12
13211,4934,355,34,13,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,88,2402,商品推广,2,7854.00,,,7854.00,2020-06-12
13212,4935,371,33,12,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,88,2402,商品推广,3,1464.00,,,1464.00,2020-06-12
13213,4935,371,12,12,1,2,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-12
13213,4935,371,12,12,2,4,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,18394.00,1200.00,,17194.00,2020-06-12
13214,4936,373,5,29,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,999.00,,,999.00,2020-06-12
13215,4937,401,33,17,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,12,2402,商品推广,2,976.00,,,976.00,2020-06-12
13216,4937,401,12,17,2,3,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,9197.00,200.00,,8997.00,2020-06-12
13217,4938,429,21,32,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,29,2402,商品推广,1,3299.00,,,3299.00,2020-06-12
13218,4938,429,25,32,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,14,2402,商品推广,1,23.00,,,23.00,2020-06-12
13221,4940,451,33,27,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,976.00,,,976.00,2020-06-12
13222,4940,451,25,27,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,46.00,,,46.00,2020-06-12
13223,4940,451,9,27,2,3,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,29,2402,商品推广,1,8197.00,200.00,,7997.00,2020-06-12
13224,4940,451,28,27,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,258.00,,,258.00,2020-06-12
13225,4940,451,20,27,,,,1101,支付宝,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,8697.00,,,8697.00,2020-06-12
13226,4941,469,10,26,2,4,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,16394.00,500.00,,15894.00,2020-06-12
13227,4941,469,35,26,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,16497.00,,,16497.00,2020-06-12
13228,4941,469,14,26,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,8376.00,,,8376.00,2020-06-12
13232,4943,561,27,34,3,6,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,387.00,77.00,,310.00,2020-06-12
13233,4943,561,6,34,,,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,3,3897.00,,,3897.00,2020-06-12
13234,4943,561,26,34,3,6,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,2,258.00,52.00,,206.00,2020-06-12
13235,4943,561,11,34,2,3,,1102,微信,2020-06-12,2020-06-12 11:08:16,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-12
13241,4946,53,21,27,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,3299.00,,,3299.00,2020-06-13
13242,4946,53,34,27,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,3927.00,,,3927.00,2020-06-13
13246,4948,71,14,21,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,12564.00,,,12564.00,2020-06-13
13247,4948,71,5,21,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,2,2404,促销活动,2,1998.00,,,1998.00,2020-06-13
13248,4948,71,18,21,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,18398.00,,,18398.00,2020-06-13
13249,4948,71,19,21,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,2,2404,促销活动,1,11999.00,,,11999.00,2020-06-13
13251,4950,179,14,3,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,12564.00,,,12564.00,2020-06-13
13252,4950,179,10,3,2,3,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-13
13253,4950,179,17,3,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,32,2402,商品推广,3,20097.00,,,20097.00,2020-06-13
13254,4950,179,4,3,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,999.00,,,999.00,2020-06-13
13255,4950,179,22,3,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2403,智能推荐,2,78.00,,,78.00,2020-06-13
13256,4951,199,4,23,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2403,智能推荐,3,2997.00,,,2997.00,2020-06-13
13257,4952,236,33,25,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,90,2402,商品推广,2,976.00,,,976.00,2020-06-13
13258,4952,236,21,25,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,3299.00,,,3299.00,2020-06-13
13259,4952,236,22,25,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,32,2402,商品推广,3,117.00,,,117.00,2020-06-13
13260,4953,14,33,21,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,976.00,,,976.00,2020-06-13
13261,4953,14,24,21,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,11.00,,,11.00,2020-06-13
13266,4955,98,5,13,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,2997.00,,,2997.00,2020-06-13
13267,4955,98,29,13,,,3,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,138.00,,25.00,113.00,2020-06-13
13267,4955,98,29,13,,,3,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,138.00,,25.00,113.00,2020-06-13
13267,4955,98,29,13,,,3,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,138.00,,25.00,113.00,2020-06-13
13267,4955,98,29,13,,,3,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,138.00,,25.00,113.00,2020-06-13
13268,4956,197,26,24,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,258.00,,,258.00,2020-06-13
13269,4956,197,25,24,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,71,2402,商品推广,2,46.00,,,46.00,2020-06-13
13270,4957,233,22,7,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,78.00,,,78.00,2020-06-13
13271,4957,233,25,7,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2403,智能推荐,3,69.00,,,69.00,2020-06-13
13272,4957,233,21,7,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,9897.00,,,9897.00,2020-06-13
13273,4957,233,7,7,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,3897.00,,,3897.00,2020-06-13
13274,4958,437,10,20,2,4,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,24591.00,600.00,,23991.00,2020-06-13
13275,4958,437,11,20,1,2,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,88,2402,商品推广,3,24591.00,600.00,,23991.00,2020-06-13
13275,4958,437,11,20,2,4,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,88,2402,商品推广,3,24591.00,600.00,,23991.00,2020-06-13
13276,4959,444,32,1,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,600.00,,,600.00,2020-06-13
13277,4959,444,23,1,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,80.00,,,80.00,2020-06-13
13278,4959,444,24,1,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,33.00,,,33.00,2020-06-13
13279,4959,444,26,1,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,258.00,,,258.00,2020-06-13
13280,4959,444,18,1,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,9199.00,,,9199.00,2020-06-13
13281,4959,444,25,1,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,23.00,,,23.00,2020-06-13
13284,4961,598,16,8,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2403,智能推荐,2,8976.00,,,8976.00,2020-06-13
13289,4964,44,11,20,1,2,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,24591.00,720.00,,23871.00,2020-06-13
13289,4964,44,11,20,2,4,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,24591.00,720.00,,23871.00,2020-06-13
13290,4964,44,25,20,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,4,92.00,,,92.00,2020-06-13
13291,4964,44,16,20,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,8976.00,,,8976.00,2020-06-13
13292,4964,44,35,20,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2403,智能推荐,3,16497.00,,,16497.00,2020-06-13
13293,4964,44,22,20,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,78.00,,,78.00,2020-06-13
13294,4964,44,10,20,2,4,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2403,智能推荐,2,16394.00,480.00,,15914.00,2020-06-13
13295,4965,105,19,30,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,23998.00,,,23998.00,2020-06-13
13296,4965,105,11,30,2,3,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-13
13297,4965,105,17,30,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,76,2402,商品推广,1,6699.00,,,6699.00,2020-06-13
13303,4968,377,19,13,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,35997.00,,,35997.00,2020-06-13
13304,4968,377,4,13,,,,1101,支付宝,2020-06-13,2020-06-13 11:08:36,65,2402,商品推广,2,1998.00,,,1998.00,2020-06-13
13307,4970,438,6,16,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,3,3897.00,,,3897.00,2020-06-13
13308,4970,438,14,16,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,4188.00,,,4188.00,2020-06-13
13309,4970,438,15,16,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,8976.00,,,8976.00,2020-06-13
13310,4971,578,26,6,3,5,,1103,银联,2020-06-13,2020-06-13 11:08:36,2,2404,促销活动,3,387.00,39.00,,348.00,2020-06-13
13311,4972,750,21,13,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,54,2402,商品推广,1,3299.00,,,3299.00,2020-06-13
13312,4972,750,4,13,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,80,2402,商品推广,2,1998.00,,,1998.00,2020-06-13
13313,4973,768,24,8,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,12,2402,商品推广,3,33.00,,,33.00,2020-06-13
13314,4974,773,8,16,2,3,,1102,微信,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,1,8197.00,200.00,,7997.00,2020-06-13
13315,4974,773,24,16,,,,1102,微信,2020-06-13,2020-06-13 11:08:36,42,2402,商品推广,2,22.00,,,22.00,2020-06-13
13316,4975,792,27,12,3,6,,1103,银联,2020-06-13,2020-06-13 11:08:36,,2401,用户查询,2,258.00,52.00,,206.00,2020-06-13
13317,4975,792,31,12,3,6,,1103,银联,2020-06-13,2020-06-13 11:08:36,46,2402,商品推广,3,207.00,41.00,,166.00,2020-06-13
13318,4975,792,32,12,,,,1103,银联,2020-06-13,2020-06-13 11:08:36,67,2402,商品推广,2,600.00,,,600.00,2020-06-13
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
19382,6876,86,27,1,3,6,3,1102,微信,2020-06-14,2020-06-14 17:23:39,,2401,用户查询,5,645.00,130.00,7.39,507.61,2020-06-14
