id,user_id,sku_id,date_id,create_time,source_id,source_type_code,source_type_name,sku_num,dt
30979,150,5,2020-06-10,2020-06-10 11:05:17,1,2404,促销活动,7,2020-06-10
30980,150,4,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,2,2020-06-10
30981,155,24,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,7,2020-06-10
30982,163,22,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,3,2020-06-10
30983,163,5,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,2,2020-06-10
30984,163,32,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,2,2020-06-10
30985,163,1,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,3,2020-06-10
30986,163,20,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,3,2020-06-10
30987,163,24,2020-06-10,2020-06-10 11:05:17,2,2404,促销活动,2,2020-06-10
30988,193,29,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,2,2020-06-10
30989,193,23,2020-06-10,2020-06-10 11:05:17,,2401,用户查询,4,2020-06-10
30990,193,26,2020-06-10,2020-06-10 11:05:17,,2403,智能推荐,2,2020-06-10
30991,16,20,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
30992,16,30,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
30993,16,15,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
30994,16,6,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,6,2020-06-11
30995,16,32,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
30996,16,16,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
30997,16,18,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
30998,21,30,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
30999,21,1,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31000,21,21,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,2,2020-06-11
31001,21,15,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31002,21,26,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,2,2020-06-11
31003,42,20,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31004,42,6,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31005,42,5,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31006,42,34,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31007,47,17,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31008,47,33,2020-06-11,2020-06-11 11:07:28,53,2402,商品推广,1,2020-06-11
31009,47,25,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31010,52,13,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31011,52,31,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31012,52,27,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31013,53,21,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31014,53,12,2020-06-11,2020-06-11 11:07:28,21,2402,商品推广,2,2020-06-11
31015,53,34,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31016,56,10,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31017,56,1,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31018,56,28,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,4,2020-06-11
31019,59,28,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31020,59,17,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31021,59,32,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31022,59,10,2020-06-11,2020-06-11 11:07:28,11,2402,商品推广,3,2020-06-11
31023,59,24,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31024,59,34,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,4,2020-06-11
31025,59,12,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,2,2020-06-11
31026,69,22,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31027,69,7,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,5,2020-06-11
31028,69,12,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31029,69,20,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31030,69,33,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31031,69,34,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31032,71,16,2020-06-11,2020-06-11 11:07:28,1,2404,促销活动,2,2020-06-11
31033,71,26,2020-06-11,2020-06-11 11:07:28,58,2402,商品推广,2,2020-06-11
31034,71,14,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31035,71,5,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,2,2020-06-11
31036,71,12,2020-06-11,2020-06-11 11:07:28,22,2402,商品推广,2,2020-06-11
31037,71,18,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31038,71,19,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,1,2020-06-11
31039,86,2,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31040,86,17,2020-06-11,2020-06-11 11:07:28,1,2404,促销活动,5,2020-06-11
31041,86,24,2020-06-11,2020-06-11 11:07:28,24,2402,商品推广,3,2020-06-11
31042,86,12,2020-06-11,2020-06-11 11:07:28,34,2402,商品推广,3,2020-06-11
31043,91,34,2020-06-11,2020-06-11 11:07:28,13,2402,商品推广,3,2020-06-11
31044,91,33,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31045,92,30,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31046,92,10,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,1,2020-06-11
31047,113,7,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31048,113,23,2020-06-11,2020-06-11 11:07:28,99,2402,商品推广,4,2020-06-11
31049,142,3,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31050,142,2,2020-06-11,2020-06-11 11:07:28,1,2404,促销活动,4,2020-06-11
31051,142,17,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31052,142,11,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,1,2020-06-11
31053,142,5,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31054,142,12,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31056,155,25,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31057,155,17,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,4,2020-06-11
31058,155,2,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31059,179,6,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31060,179,14,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31061,179,10,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31062,179,17,2020-06-11,2020-06-11 11:07:28,32,2402,商品推广,6,2020-06-11
31063,179,4,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31064,179,1,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,3,2020-06-11
31065,179,22,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,2,2020-06-11
31066,193,3,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31067,193,25,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31068,193,10,2020-06-11,2020-06-11 11:07:28,73,2402,商品推广,3,2020-06-11
31069,199,20,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31070,199,4,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,3,2020-06-11
31071,199,29,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31072,199,13,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31073,199,21,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31074,207,7,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31075,207,13,2020-06-11,2020-06-11 11:07:28,1,2404,促销活动,2,2020-06-11
31076,207,32,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31077,207,17,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31078,207,29,2020-06-11,2020-06-11 11:07:28,10,2402,商品推广,3,2020-06-11
31079,207,4,2020-06-11,2020-06-11 11:07:28,49,2402,商品推广,3,2020-06-11
31080,207,18,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,1,2020-06-11
31081,215,14,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31082,215,3,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31083,215,20,2020-06-11,2020-06-11 11:07:28,39,2402,商品推广,2,2020-06-11
31084,215,11,2020-06-11,2020-06-11 11:07:28,1,2404,促销活动,3,2020-06-11
31085,215,21,2020-06-11,2020-06-11 11:07:28,34,2402,商品推广,2,2020-06-11
31086,215,4,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31087,236,33,2020-06-11,2020-06-11 11:07:28,90,2402,商品推广,2,2020-06-11
31088,236,21,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31089,236,22,2020-06-11,2020-06-11 11:07:28,32,2402,商品推广,3,2020-06-11
31090,271,11,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31091,282,28,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31092,282,6,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31093,288,23,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31094,288,26,2020-06-11,2020-06-11 11:07:28,1,2404,促销活动,3,2020-06-11
31095,293,2,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31096,293,30,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31097,293,1,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31098,293,9,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31099,293,19,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31100,317,34,2020-06-11,2020-06-11 11:07:28,52,2402,商品推广,3,2020-06-11
31101,317,16,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,1,2020-06-11
31102,317,23,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31103,317,29,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,2,2020-06-11
31104,343,29,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31105,343,18,2020-06-11,2020-06-11 11:07:28,35,2402,商品推广,1,2020-06-11
31106,343,1,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31107,343,12,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31108,343,22,2020-06-11,2020-06-11 11:07:28,29,2402,商品推广,2,2020-06-11
31109,356,32,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31111,356,1,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31113,356,23,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31114,356,30,2020-06-11,2020-06-11 11:07:28,2,2404,促销活动,1,2020-06-11
31115,356,25,2020-06-11,2020-06-11 11:07:28,55,2402,商品推广,3,2020-06-11
31116,363,32,2020-06-11,2020-06-11 11:07:28,38,2402,商品推广,4,2020-06-11
31117,363,16,2020-06-11,2020-06-11 11:07:28,,2403,智能推荐,1,2020-06-11
31118,363,1,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31119,363,18,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31120,363,12,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31121,363,33,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,3,2020-06-11
31122,363,7,2020-06-11,2020-06-11 11:07:28,91,2402,商品推广,2,2020-06-11
31123,388,28,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,6,2020-06-11
31124,388,17,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,1,2020-06-11
31125,388,5,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31126,389,29,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31127,389,4,2020-06-11,2020-06-11 11:07:28,69,2402,商品推广,3,2020-06-11
31128,389,27,2020-06-11,2020-06-11 11:07:28,82,2402,商品推广,1,2020-06-11
31129,389,34,2020-06-11,2020-06-11 11:07:28,,2401,用户查询,2,2020-06-11
31130,389,20,2020-06-11,2020-06-11 11:07:28,58,2402,商品推广,1,2020-06-11
31131,389,22,2020-06-11,2020-06-11 11:07:28,35,2402,商品推广,3,2020-06-11
31132,10,30,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,3,2020-06-12
31133,10,7,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31135,10,17,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31136,14,33,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31137,14,16,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31138,14,32,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31139,14,24,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31140,20,26,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31141,20,3,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31142,20,7,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,6,2020-06-12
31143,25,4,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31144,25,14,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31145,25,13,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,3,2020-06-12
31146,25,32,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,2,2020-06-12
31147,25,29,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,1,2020-06-12
31148,26,24,2020-06-12,2020-06-12 11:07:54,35,2402,商品推广,1,2020-06-12
31149,28,19,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31150,28,15,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,5,2020-06-12
31151,28,33,2020-06-12,2020-06-12 11:07:54,51,2402,商品推广,3,2020-06-12
31152,28,29,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,2,2020-06-12
31153,28,23,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31154,30,19,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31155,40,34,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,4,2020-06-12
31156,40,5,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31157,62,32,2020-06-12,2020-06-12 11:07:54,78,2402,商品推广,1,2020-06-12
31158,62,22,2020-06-12,2020-06-12 11:07:54,88,2402,商品推广,2,2020-06-12
31159,62,5,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31160,62,13,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,1,2020-06-12
31161,62,7,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,2,2020-06-12
31162,72,22,2020-06-12,2020-06-12 11:07:54,2,2404,促销活动,1,2020-06-12
31163,72,29,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31164,72,1,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31165,72,31,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31166,74,3,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,6,2020-06-12
31167,74,1,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,2,2020-06-12
31168,80,30,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31169,80,16,2020-06-12,2020-06-12 11:07:54,2,2404,促销活动,2,2020-06-12
31170,80,11,2020-06-12,2020-06-12 11:07:54,16,2402,商品推广,3,2020-06-12
31171,80,17,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31172,84,28,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31173,84,21,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31174,98,25,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31175,98,2,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31176,98,19,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,5,2020-06-12
31177,98,5,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31178,98,29,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31179,98,31,2020-06-12,2020-06-12 11:07:54,62,2402,商品推广,3,2020-06-12
31180,98,16,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31181,98,33,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31182,103,23,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31183,103,29,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31184,144,35,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,1,2020-06-12
31185,144,33,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31186,150,19,2020-06-12,2020-06-12 11:07:54,44,2402,商品推广,3,2020-06-12
31187,150,15,2020-06-12,2020-06-12 11:07:54,55,2402,商品推广,6,2020-06-12
31188,150,13,2020-06-12,2020-06-12 11:07:54,99,2402,商品推广,2,2020-06-12
31189,150,33,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,6,2020-06-12
31190,150,22,2020-06-12,2020-06-12 11:07:54,77,2402,商品推广,1,2020-06-12
31191,151,20,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,3,2020-06-12
31192,151,18,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31193,156,31,2020-06-12,2020-06-12 11:07:54,22,2402,商品推广,2,2020-06-12
31194,156,3,2020-06-12,2020-06-12 11:07:54,37,2402,商品推广,3,2020-06-12
31195,156,21,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,1,2020-06-12
31196,156,16,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31197,180,1,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,2,2020-06-12
31198,180,26,2020-06-12,2020-06-12 11:07:54,68,2402,商品推广,1,2020-06-12
31199,180,16,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31200,180,24,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31201,180,11,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31202,183,2,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,1,2020-06-12
31203,183,22,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31204,183,6,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,3,2020-06-12
31205,186,15,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31206,186,21,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31207,186,10,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31208,186,24,2020-06-12,2020-06-12 11:07:54,71,2402,商品推广,3,2020-06-12
31209,186,23,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31210,186,1,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31211,186,35,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,3,2020-06-12
31212,186,13,2020-06-12,2020-06-12 11:07:54,68,2402,商品推广,4,2020-06-12
31213,197,26,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31214,197,14,2020-06-12,2020-06-12 11:07:54,76,2402,商品推广,2,2020-06-12
31215,197,12,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,5,2020-06-12
31216,197,25,2020-06-12,2020-06-12 11:07:54,71,2402,商品推广,2,2020-06-12
31217,197,7,2020-06-12,2020-06-12 11:07:54,48,2402,商品推广,3,2020-06-12
31218,213,8,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31219,213,18,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,2,2020-06-12
31220,219,14,2020-06-12,2020-06-12 11:07:54,75,2402,商品推广,1,2020-06-12
31221,219,5,2020-06-12,2020-06-12 11:07:54,28,2402,商品推广,1,2020-06-12
31222,219,10,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31223,219,8,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,2,2020-06-12
31224,233,22,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31225,233,25,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,3,2020-06-12
31226,233,3,2020-06-12,2020-06-12 11:07:54,29,2402,商品推广,1,2020-06-12
31227,233,21,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31228,233,16,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31229,233,7,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31230,242,9,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,6,2020-06-12
31231,282,14,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31232,284,21,2020-06-12,2020-06-12 11:07:54,97,2402,商品推广,4,2020-06-12
31233,284,35,2020-06-12,2020-06-12 11:07:54,,2403,智能推荐,3,2020-06-12
31234,284,14,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,4,2020-06-12
31235,284,10,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31236,293,33,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,3,2020-06-12
31237,293,23,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
31238,293,26,2020-06-12,2020-06-12 11:07:54,1,2404,促销活动,1,2020-06-12
31239,293,31,2020-06-12,2020-06-12 11:07:54,,2401,用户查询,2,2020-06-12
